symbol,date,price
일베,2016-11-01 14:54,39.81
일베,2016-11-02 23:35,36.35
일베,2016-11-03 9:54,43.22
일베,2016-11-04 6:32,28.37
일베,2016-11-05 19:16,25.45
일베,2016-11-06 5:36,32.54
일베,2016-11-06 5:54,28.4
일베,2016-11-06 6:22,28.4
일베,2016-11-06 6:34,24.53
일베,2016-11-06 6:36,28.02
일베,2016-11-06 6:55,23.34
일베,2016-11-06 7:05,17.65
일베,2016-11-06 8:34,24.84
일베,2016-11-06 10:31,24
일베,2016-11-06 13:28,22.25
일베,2016-11-16 8:38,27.56
일베,2016-11-21 4:19,28.14
일베,2016-11-21 5:24,29.7
일베,2016-11-21 5:28,26.93
일베,2016-11-21 5:50,23.21
일베,2016-11-21 6:01,20.82
일베,2016-11-21 6:27,23.65
일베,2016-11-21 6:58,26.12
일베,2016-11-21 7:24,26.95
일베,2016-11-21 14:32,25.92
일베,2016-11-22 16:16,23.73
일베,2016-11-24 12:26,24.53
일베,2016-11-24 12:31,21.26
일베,2016-11-24 12:35,20.71
일베,2016-11-26 22:22,22.25
일베,2016-11-26 22:25,19.52
일베,2016-11-26 22:26,19.97
일베,2016-11-26 22:27,17.79
일베,2016-11-26 22:29,21.75
일베,2016-11-26 22:35,23.46
일베,2016-11-26 22:36,21.03
일베,2016-11-26 22:48,19.31
일베,2016-11-26 23:01,19.34
일베,2016-11-26 23:27,19.76
일베,2016-11-26 23:45,20.87
일베,2016-11-26 23:57,20.09
일베,2016-11-27 2:03,20.93
일베,2016-11-27 2:25,21.56
일베,2016-11-27 3:08,21.65
일베,2016-11-27 12:18,22.69
일베,2016-11-27 19:26,21.45
일베,2016-11-28 8:57,21.1
일베,2016-11-28 10:39,22.46
일베,2016-11-28 11:07,22.69
일베,2016-11-29 1:01,21.77
일베,2016-11-30 10:56,20.46
일베,2016-11-30 16:43,21.45
일베,2016-12-09 5:26,21.53
일베,2016-12-09 5:29,23.44
일베,2016-12-09 5:42,23.38
일베,2016-12-10 15:51,22.47
일베,2016-12-10 15:56,22.76
일베,2016-12-10 16:25,23.02
일베,2016-12-10 22:58,24.6
일베,2016-12-11 0:16,24.52
일베,2016-12-11 0:45,24.11
일베,2016-12-11 0:51,23.15
일베,2016-12-11 0:56,22.24
일베,2016-12-11 1:00,23.28
일베,2016-12-11 1:03,23.82
일베,2016-12-11 1:07,22.93
일베,2016-12-11 1:08,23.64
일베,2016-12-11 1:09,25.35
일베,2016-12-11 1:10,23.83
일베,2016-12-11 1:14,23.8
일베,2016-12-11 1:15,25.71
일베,2016-12-11 1:17,24.29
일베,2016-12-11 1:19,26.14
일베,2016-12-11 1:20,25.04
일베,2016-12-11 1:21,25.36
일베,2016-12-11 1:22,22.5
일베,2016-12-11 1:23,21.19
일베,2016-12-11 1:25,21.8
일베,2016-12-11 1:26,22.51
일베,2016-12-11 1:27,24.13
일베,2016-12-11 1:30,25.68
일베,2016-12-11 1:31,26.96
일베,2016-12-11 1:33,27.66
일베,2016-12-11 1:43,28.13
일베,2016-12-11 1:44,29.07
일베,2016-12-11 1:45,26.63
일베,2016-12-11 1:46,26.35
일베,2016-12-11 1:47,28.3
일베,2016-12-11 1:48,29.11
일베,2016-12-11 1:50,27.95
일베,2016-12-11 1:51,27.5
일베,2016-12-11 1:52,27.34
일베,2016-12-11 1:54,28.04
일베,2016-12-11 1:55,35.03
일베,2016-12-11 1:56,32.09
일베,2016-12-11 1:57,34
일베,2016-12-11 1:58,31.13
일베,2016-12-11 1:59,26.07
일베,2016-12-11 2:01,27.21
일베,2016-12-11 2:02,27.34
일베,2016-12-11 2:03,27.25
일베,2016-12-11 2:05,26.47
일베,2016-12-11 2:06,24.75
디씨,2016-11-01 14:54,64.56
디씨,2016-11-02 23:35,68.87
디씨,2016-11-03 9:54,67
디씨,2016-11-04 6:32,55.19
디씨,2016-11-05 19:16,48.31
디씨,2016-11-06 5:36,36.31
디씨,2016-11-06 5:54,30.12
디씨,2016-11-06 6:22,41.5
디씨,2016-11-06 6:34,38.44
디씨,2016-11-06 6:36,36.62
디씨,2016-11-06 6:55,24.69
디씨,2016-11-06 7:05,6.98
디씨,2016-11-06 8:34,11.32
디씨,2016-11-06 10:31,10.82
디씨,2016-11-06 13:28,14.19
디씨,2016-11-16 8:38,14.1
디씨,2016-11-21 4:19,14.3
디씨,2016-11-21 5:24,16.69
디씨,2016-11-21 5:28,18.23
디씨,2016-11-21 5:50,16.25
디씨,2016-11-21 6:01,14.45
디씨,2016-11-21 6:27,14.94
디씨,2016-11-21 6:58,15.93
디씨,2016-11-21 7:24,19.36
디씨,2016-11-21 14:32,23.35
디씨,2016-11-22 16:16,18.89
디씨,2016-11-24 12:26,21.85
디씨,2016-11-24 12:31,22.01
디씨,2016-11-24 12:35,26.03
디씨,2016-11-26 22:22,28.69
디씨,2016-11-26 22:25,35.89
디씨,2016-11-26 22:26,36.32
디씨,2016-11-26 22:27,41.64
디씨,2016-11-26 22:29,46.32
디씨,2016-11-26 22:35,48.43
디씨,2016-11-26 22:36,54.43
디씨,2016-11-26 22:48,53.97
디씨,2016-11-26 23:01,52.62
디씨,2016-11-26 23:27,50.4
디씨,2016-11-26 23:45,43.01
디씨,2016-11-26 23:57,43.28
디씨,2016-11-27 2:03,43.6
디씨,2016-11-27 2:25,48.5
디씨,2016-11-27 3:08,54.4
디씨,2016-11-27 12:18,38.92
디씨,2016-11-27 19:26,38.14
디씨,2016-11-28 8:57,40.86
디씨,2016-11-28 10:39,34.13
디씨,2016-11-28 11:07,39.68
디씨,2016-11-29 1:01,44.29
디씨,2016-11-30 10:56,43.22
디씨,2016-11-30 16:43,35.18
디씨,2016-12-09 5:26,34.27
디씨,2016-12-09 5:29,32.36
디씨,2016-12-09 5:42,35.51
디씨,2016-12-10 15:51,33.09
디씨,2016-12-10 15:56,45.15
디씨,2016-12-10 16:25,42.7
디씨,2016-12-10 22:58,45.3
디씨,2016-12-11 0:16,39.86
디씨,2016-12-11 0:45,48.46
디씨,2016-12-11 0:51,47.15
디씨,2016-12-11 0:56,44.82
디씨,2016-12-11 1:00,37.44
디씨,2016-12-11 1:03,36.53
디씨,2016-12-11 1:07,35.21
디씨,2016-12-11 1:08,34.61
디씨,2016-12-11 1:09,38.68
디씨,2016-12-11 1:10,26.89
디씨,2016-12-11 1:14,30.83
디씨,2016-12-11 1:15,32.12
디씨,2016-12-11 1:17,38.09
디씨,2016-12-11 1:19,40.34
디씨,2016-12-11 1:20,39.46
디씨,2016-12-11 1:21,37.67
디씨,2016-12-11 1:22,39.14
디씨,2016-12-11 1:23,39.79
디씨,2016-12-11 1:25,61.33
