symbol,date,price
MSFT,2016-11-01 14:54,51.54312163
MSFT,2016-11-02 23:35,48.50735865
MSFT,2016-11-03 9:54,64.91361101
MSFT,2016-11-04 6:32,68.13406044
MSFT,2016-11-05 19:16,45.1124604
MSFT,2016-11-06 5:36,27.04742218
MSFT,2016-11-06 5:54,90.99204107
MSFT,2016-11-06 6:22,14.55095775
MSFT,2016-11-06 6:34,55.06973398
MSFT,2016-11-06 6:36,63.53684506
MSFT,2016-11-06 6:55,40.43664133
MSFT,2016-11-06 7:05,52.37071113
MSFT,2016-11-06 8:34,87.26373153
MSFT,2016-11-06 10:31,79.68472891
MSFT,2016-11-06 13:28,50.03868438
MSFT,2016-11-16 8:38,4.482872713
MSFT,2016-11-21 4:19,40.35767256
MSFT,2016-11-21 5:24,10.04878319
MSFT,2016-11-21 5:28,14.19009056
MSFT,2016-11-21 5:50,68.09241412
MSFT,2016-11-21 6:01,97.79496459
MSFT,2016-11-21 6:27,77.23996329
MSFT,2016-11-21 6:58,20.64877355
MSFT,2016-11-21 7:24,19.15553888
MSFT,2016-11-21 14:32,37.27944932
MSFT,2016-11-22 16:16,75.20567773
MSFT,2016-11-24 12:26,91.70473243
MSFT,2016-11-24 12:31,13.85076498
MSFT,2016-11-24 12:35,37.72799829
MSFT,2016-11-26 22:22,33.69898949
MSFT,2016-11-26 22:25,84.64347686
MSFT,2016-11-26 22:26,78.51094371
MSFT,2016-11-26 22:27,92.22234729
MSFT,2016-11-26 22:29,28.27843163
MSFT,2016-11-26 22:35,79.74279753
MSFT,2016-11-26 22:36,40.79949345
MSFT,2016-11-26 22:48,54.4395562
MSFT,2016-11-26 23:01,82.3776356
MSFT,2016-11-26 23:27,28.01897771
MSFT,2016-11-26 23:45,58.93107023
MSFT,2016-11-26 23:57,38.46201536
MSFT,2016-11-27 2:03,71.53383561
MSFT,2016-11-27 2:25,9.314772448
MSFT,2016-11-27 3:08,55.94874653
MSFT,2016-11-27 12:18,78.00563369
MSFT,2016-11-27 19:26,79.79813284
MSFT,2016-11-28 8:57,57.88665015
MSFT,2016-11-28 10:39,53.85062109
MSFT,2016-11-28 11:07,94.71777931
MSFT,2016-11-29 1:01,45.03434381
MSFT,2016-11-30 10:56,25.56124752
MSFT,2016-11-30 16:43,19.44503839
MSFT,2016-12-09 5:26,79.2623113
MSFT,2016-12-09 5:29,94.89134874
MSFT,2016-12-09 5:42,8.029048374
MSFT,2016-12-10 15:51,84.44748999
MSFT,2016-12-10 15:56,30.57025133
MSFT,2016-12-10 16:25,47.07489444
MSFT,2016-12-10 22:58,97.03821078
MSFT,2016-12-11 0:16,34.12077924
MSFT,2016-12-11 0:45,58.31281066
MSFT,2016-12-11 0:51,0.56867623
MSFT,2016-12-11 0:56,83.69037428
MSFT,2016-12-11 1:00,71.73382703
MSFT,2016-12-11 1:03,43.90969692
MSFT,2016-12-11 1:07,88.84870171
MSFT,2016-12-11 1:08,1.708558607
MSFT,2016-12-11 1:09,68.86989118
MSFT,2016-12-11 1:10,73.22720129
MSFT,2016-12-11 1:14,27.50694839
MSFT,2016-12-11 1:15,0.367254554
MSFT,2016-12-11 1:17,48.46702008
MSFT,2016-12-11 1:19,43.79863194
MSFT,2016-12-11 1:20,88.14918789
MSFT,2016-12-11 1:21,15.67552397
MSFT,2016-12-11 1:22,33.29905413
MSFT,2016-12-11 1:23,75.50023745
MSFT,2016-12-11 1:25,4.622798865
MSFT,2016-12-11 1:26,1.748998431
MSFT,2016-12-11 1:27,66.82481529
MSFT,2016-12-11 1:30,56.22850103
MSFT,2016-12-11 1:31,15.78802226
MSFT,2016-12-11 1:33,72.13522178
MSFT,2016-12-11 1:43,79.0377663
MSFT,2016-12-11 1:44,47.84985668
MSFT,2016-12-11 1:45,62.24776186
MSFT,2016-12-11 1:46,72.35697552
MSFT,2016-12-11 1:47,82.71276064
MSFT,2016-12-11 1:48,32.23442908
MSFT,2016-12-11 1:50,0.697755505
MSFT,2016-12-11 1:51,43.81446723
MSFT,2016-12-11 1:52,11.59821796
MSFT,2016-12-11 1:54,31.76195545
MSFT,2016-12-11 1:55,9.271300509
MSFT,2016-12-11 1:56,39.12386271
MSFT,2016-12-11 1:57,98.08822244
MSFT,2016-12-11 1:58,82.38034495
MSFT,2016-12-11 1:59,33.20237041
MSFT,2016-12-11 2:01,7.29027932
MSFT,2016-12-11 2:02,26.61622408
MSFT,2016-12-11 2:03,48.6995777
MSFT,2016-12-11 2:05,23.69741914
MSFT,2016-12-11 2:06,69.11954879
AMZN,2016-11-01 14:54,60.22977754
AMZN,2016-11-02 23:35,19.3201335
AMZN,2016-11-03 9:54,20.51263544
AMZN,2016-11-04 6:32,97.60347789
AMZN,2016-11-05 19:16,71.61283374
AMZN,2016-11-06 5:36,67.36614352
AMZN,2016-11-06 5:54,63.00295097
AMZN,2016-11-06 6:22,51.63238047
AMZN,2016-11-06 6:34,78.23951302
AMZN,2016-11-06 6:36,11.79018297
AMZN,2016-11-06 6:55,36.02699265
AMZN,2016-11-06 7:05,70.51727744
AMZN,2016-11-06 8:34,67.75008669
AMZN,2016-11-06 10:31,83.19497941
AMZN,2016-11-06 13:28,38.00023944
AMZN,2016-11-16 8:38,50.15136216
AMZN,2016-11-21 4:19,78.3963227
AMZN,2016-11-21 5:24,45.97782844
AMZN,2016-11-21 5:28,69.11739115
AMZN,2016-11-21 5:50,2.796324277
AMZN,2016-11-21 6:01,16.44101268
AMZN,2016-11-21 6:27,73.34285008
AMZN,2016-11-21 6:58,30.28502974
AMZN,2016-11-21 7:24,47.04901858
AMZN,2016-11-21 14:32,8.504087665
AMZN,2016-11-22 16:16,82.57945903
AMZN,2016-11-24 12:26,87.05452254
AMZN,2016-11-24 12:31,42.43343369
AMZN,2016-11-24 12:35,62.29601774
AMZN,2016-11-26 22:22,69.64619788
AMZN,2016-11-26 22:25,57.31746628
AMZN,2016-11-26 22:26,40.72748227
AMZN,2016-11-26 22:27,50.60042059
AMZN,2016-11-26 22:29,92.22757039
AMZN,2016-11-26 22:35,61.37880386
AMZN,2016-11-26 22:36,83.04575921
AMZN,2016-11-26 22:48,1.272338274
AMZN,2016-11-26 23:01,75.47113869
AMZN,2016-11-26 23:27,4.050256008
AMZN,2016-11-26 23:45,48.98731928
AMZN,2016-11-26 23:57,20.06166516
AMZN,2016-11-27 2:03,16.05031925
AMZN,2016-11-27 2:25,46.45303662
AMZN,2016-11-27 3:08,52.10078272
AMZN,2016-11-27 12:18,73.65397431
AMZN,2016-11-27 19:26,34.38621858
AMZN,2016-11-28 8:57,96.71682066
AMZN,2016-11-28 10:39,39.37881022
AMZN,2016-11-28 11:07,59.15058929
AMZN,2016-11-29 1:01,92.13590617
AMZN,2016-11-30 10:56,61.01018572
AMZN,2016-11-30 16:43,26.73680039
AMZN,2016-12-09 5:26,83.24495599
AMZN,2016-12-09 5:29,6.948631515
AMZN,2016-12-09 5:42,77.79116769
AMZN,2016-12-10 15:51,40.87230745
AMZN,2016-12-10 15:56,44.9365869
AMZN,2016-12-10 16:25,44.59876182
AMZN,2016-12-10 22:58,12.95899258
AMZN,2016-12-11 0:16,95.71738294
AMZN,2016-12-11 0:45,74.89188355
AMZN,2016-12-11 0:51,39.8971948
AMZN,2016-12-11 0:56,65.04068771
AMZN,2016-12-11 1:00,63.90388154
AMZN,2016-12-11 1:03,14.8100146
AMZN,2016-12-11 1:07,32.28055276
AMZN,2016-12-11 1:08,45.51852728
AMZN,2016-12-11 1:09,76.55310748
AMZN,2016-12-11 1:10,45.81619191
AMZN,2016-12-11 1:14,59.07233722
AMZN,2016-12-11 1:15,10.00396049
AMZN,2016-12-11 1:17,0.714955762
AMZN,2016-12-11 1:19,24.5430465
AMZN,2016-12-11 1:20,44.3256058
AMZN,2016-12-11 1:21,24.69643649
AMZN,2016-12-11 1:22,8.625909459
AMZN,2016-12-11 1:23,77.51852485
AMZN,2016-12-11 1:25,70.20735816
AMZN,2016-12-11 1:26,91.08591689
AMZN,2016-12-11 1:27,32.98180408
AMZN,2016-12-11 1:30,43.60581392
AMZN,2016-12-11 1:31,78.19250478
AMZN,2016-12-11 1:33,23.4865667
AMZN,2016-12-11 1:43,18.80398626
AMZN,2016-12-11 1:44,23.86892777
AMZN,2016-12-11 1:45,38.69901413
AMZN,2016-12-11 1:46,31.92218287
AMZN,2016-12-11 1:47,20.38877005
AMZN,2016-12-11 1:48,60.99902022
AMZN,2016-12-11 1:50,6.623621372
AMZN,2016-12-11 1:51,82.33459223
AMZN,2016-12-11 1:52,56.02752071
AMZN,2016-12-11 1:54,41.83476465
AMZN,2016-12-11 1:55,31.53142247
AMZN,2016-12-11 1:56,65.23237811
AMZN,2016-12-11 1:57,69.78938971
AMZN,2016-12-11 1:58,55.31815735
AMZN,2016-12-11 1:59,27.22870167
AMZN,2016-12-11 2:01,59.33682398
AMZN,2016-12-11 2:02,69.2429441
AMZN,2016-12-11 2:03,54.46484965
AMZN,2016-12-11 2:05,69.22344745
AMZN,2016-12-11 2:06,16.06792929
AMZN,2016-12-12 2:06,89.899273
AMZN,2016-12-13 2:06,23.74794683
AMZN,2016-12-14 2:06,61.26848666
AMZN,2016-12-15 2:06,13.46815588
AMZN,2016-12-16 2:06,98.56106941
AMZN,2016-12-17 2:06,69.38928969
AMZN,2016-12-18 2:06,82.22342178
AMZN,2016-12-19 2:06,94.20655766
AMZN,2016-12-20 2:06,98.51524623
AMZN,2016-12-21 2:06,18.10409088
IBM,2016-11-01 14:54,61.37948754
IBM,2016-11-02 23:35,34.86709364
IBM,2016-11-03 9:54,52.22319256
IBM,2016-11-04 6:32,59.8088839
IBM,2016-11-05 19:16,59.62469823
IBM,2016-11-06 5:36,33.25467079
IBM,2016-11-06 5:54,5.546126368
IBM,2016-11-06 6:22,20.47310245
IBM,2016-11-06 6:34,43.80658452
IBM,2016-11-06 6:36,78.66511907
IBM,2016-11-06 6:55,30.71533383
IBM,2016-11-06 7:05,74.93282709
IBM,2016-11-06 8:34,10.90310266
IBM,2016-11-06 10:31,44.63866926
IBM,2016-11-06 13:28,8.108211605
IBM,2016-11-16 8:38,64.37637792
IBM,2016-11-21 4:19,74.97852786
IBM,2016-11-21 5:24,26.83165134
IBM,2016-11-21 5:28,78.2577878
IBM,2016-11-21 5:50,72.22411283
IBM,2016-11-21 6:01,44.3178423
IBM,2016-11-21 6:27,30.18740413
IBM,2016-11-21 6:58,51.9789751
IBM,2016-11-21 7:24,37.58354671
IBM,2016-11-21 14:32,23.4338312
IBM,2016-11-22 16:16,94.01015812
IBM,2016-11-24 12:26,65.16969896
IBM,2016-11-24 12:31,4.01823182
IBM,2016-11-24 12:35,86.08964499
IBM,2016-11-26 22:22,72.35064856
IBM,2016-11-26 22:25,99.63525925
IBM,2016-11-26 22:26,2.1220167
IBM,2016-11-26 22:27,49.30248283
IBM,2016-11-26 22:29,20.08149605
IBM,2016-11-26 22:35,68.3695866
IBM,2016-11-26 22:36,3.472238226
IBM,2016-11-26 22:48,56.70328209
IBM,2016-11-26 23:01,95.56750712
IBM,2016-11-26 23:27,47.69745734
IBM,2016-11-26 23:45,44.8955553
IBM,2016-11-26 23:57,47.75495263
IBM,2016-11-27 2:03,78.16087309
IBM,2016-11-27 2:25,9.111125885
IBM,2016-11-27 3:08,9.80937033
IBM,2016-11-27 12:18,69.4975741
IBM,2016-11-27 19:26,31.85224284
IBM,2016-11-28 8:57,16.06612803
IBM,2016-11-28 10:39,79.65005107
IBM,2016-11-28 11:07,97.29480609
IBM,2016-11-29 1:01,6.250508297
IBM,2016-11-30 10:56,40.29783932
IBM,2016-11-30 16:43,47.05816592
IBM,2016-12-09 5:26,23.13149176
IBM,2016-12-09 5:29,89.72024055
IBM,2016-12-09 5:42,81.72159868
IBM,2016-12-10 15:51,31.21717234
IBM,2016-12-10 15:56,19.86778281
IBM,2016-12-10 16:25,1.975820296
IBM,2016-12-10 22:58,19.74132438
IBM,2016-12-11 0:16,4.333126025
IBM,2016-12-11 0:45,19.62706653
IBM,2016-12-11 0:51,40.53401086
IBM,2016-12-11 0:56,97.18313367
IBM,2016-12-11 1:00,74.31266137
IBM,2016-12-11 1:03,48.96185135
IBM,2016-12-11 1:07,84.12747088
